concept	property	prop_count	pos_tag	is_only_adj
global	advanced	233	[('advanced', 'JJ')]	True
city	urban	75	[('urban', 'JJ')]	True
calibration	practical	121	[('practical', 'JJ')]	True
expensive jewelry	valuable	127	[('valuable', 'JJ')]	True
maximum likelihood	statistical	99	[('statistical', 'JJ')]	True
human rights watch	international	277	[('international', 'JJ')]	True
uvulopalatopharyngoplasty	surgical	58	[('surgical', 'JJ')]	True
eyeglass	assistive	15	[('assistive', 'JJ')]	True
mode	statistical	99	[('statistical', 'JJ')]	True
diethyl ether	organic	355	[('organic', 'JJ')]	True
kerosene	volatile	92	[('volatile', 'JJ')]	True
transmission	heavy	207	[('heavy', 'JJ')]	True
society	social	388	[('social', 'JJ')]	True
switchgear	industrial	201	[('industrial', 'JJ')]	True
fine	administrative	93	[('administrative', 'JJ')]	True
peripheral neuropathy	medical	456	[('medical', 'JJ')]	True
department of defense	federal	114	[('federal', 'JJ')]	True
driver s license	small	653	[('small', 'JJ')]	True
polyaniline	organic	355	[('organic', 'JJ')]	True
headphone	peripheral	67	[('peripheral', 'JJ')]	True
treasurer	corporate	79	[('corporate', 'JJ')]	True
perception	critical	172	[('critical', 'JJ')]	True
lubricant	hazardous	102	[('hazardous', 'JJ')]	True
delhi	large	852	[('large', 'JJ')]	True
peripheral neuropathy	neurological	68	[('neurological', 'JJ')]	True
insulin	biochemical	41	[('biochemical', 'JJ')]	True
aetna	medical	456	[('medical', 'JJ')]	True
availability	non functional	12	[('non', 'JJ'), ('functional', 'JJ')]	True
infrastructure	economic	142	[('economic', 'JJ')]	True
freezing	environmental	592	[('environmental', 'JJ')]	True
bulk density	structural	156	[('structural', 'JJ')]	True
ethnic origin	demographic	126	[('demographic', 'JJ')]	True
riesling	white	65	[('white', 'JJ')]	True
chemical fertilizer	agricultural	114	[('agricultural', 'JJ')]	True
keyboard	normal	79	[('normal', 'JJ')]	True
prayer	spiritual	27	[('spiritual', 'JJ')]	True
integrity	fundamental	87	[('fundamental', 'JJ')]	True
silk	high	125	[('high', 'JJ')]	True
intestine	complex	256	[('complex', 'JJ')]	True
teak	exotic	119	[('exotic', 'JJ')]	True
cd player	personal electronic	21	[('personal', 'JJ'), ('electronic', 'JJ')]	True
st louis	large	852	[('large', 'JJ')]	True
organization	complex	256	[('complex', 'JJ')]	True
grille	loose	68	[('loose', 'JJ')]	True
cfcs	synthetic	126	[('synthetic', 'JJ')]	True
fragrance	conventional	429	[('conventional', 'JJ')]	True
health	advanced	233	[('advanced', 'JJ')]	True
netscape	popular	467	[('popular', 'JJ')]	True
steel	structural	156	[('structural', 'JJ')]	True
cd34	endothelial	5	[('endothelial', 'JJ')]	True
aluminum can	recyclable	20	[('recyclable', 'JJ')]	True
vitamin e	common	802	[('common', 'JJ')]	True
dribbling	fundamental	87	[('fundamental', 'JJ')]	True
aluminium	modern	309	[('modern', 'JJ')]	True
nutritional deficiency	environmental	592	[('environmental', 'JJ')]	True
titanium	exotic	119	[('exotic', 'JJ')]	True
glass fiber	short	21	[('short', 'JJ')]	True
ethylene	unsaturated	28	[('unsaturated', 'JJ')]	True
gujarat	indian	58	[('indian', 'JJ')]	True
organization	basic	667	[('basic', 'JJ')]	True
company picnic	corporate	79	[('corporate', 'JJ')]	True
fruit	healthy	115	[('healthy', 'JJ')]	True
zinc	volatile	92	[('volatile', 'JJ')]	True
cayenne	strong	145	[('strong', 'JJ')]	True
conference	annual	52	[('annual', 'JJ')]	True
pesticide	dangerous	53	[('dangerous', 'JJ')]	True
chair	personal	635	[('personal', 'JJ')]	True
scleroderma	active	130	[('active', 'JJ')]	True
owl	natural	709	[('natural', 'JJ')]	True
singapore	tropical	70	[('tropical', 'JJ')]	True
flower	nice	15	[('nice', 'JJ')]	True
upper lip	facial	25	[('facial', 'JJ')]	True
clozapine	antipsychotic	6	[('antipsychotic', 'JJ')]	True
axle	large	852	[('large', 'JJ')]	True
medical bill	financial	212	[('financial', 'JJ')]	True
save the children	international	277	[('international', 'JJ')]	True
datum	auxiliary	74	[('auxiliary', 'JJ')]	True
retrovirus	viral	54	[('viral', 'JJ')]	True
recall	traditional	682	[('traditional', 'JJ')]	True
lighting	common	802	[('common', 'JJ')]	True
parsley	fresh	148	[('fresh', 'JJ')]	True
nausea	potential	99	[('potential', 'JJ')]	True
social network	environmental	592	[('environmental', 'JJ')]	True
infant	vulnerable	45	[('vulnerable', 'JJ')]	True
camera	sensitive	195	[('sensitive', 'JJ')]	True
fabric	flexible	48	[('flexible', 'JJ')]	True
planning	regulatory	41	[('regulatory', 'JJ')]	True
electric guitar	modern	309	[('modern', 'JJ')]	True
global warming	controversial	22	[('controversial', 'JJ')]	True
seizure	physical	686	[('physical', 'JJ')]	True
air pollution	environmental	592	[('environmental', 'JJ')]	True
word processing	basic	667	[('basic', 'JJ')]	True
polymerase chain reaction	conventional	429	[('conventional', 'JJ')]	True
chest	sensitive	195	[('sensitive', 'JJ')]	True
texaco	large	852	[('large', 'JJ')]	True
movie	active	130	[('active', 'JJ')]	True
backpack	personal	635	[('personal', 'JJ')]	True
body mass	intrinsic	34	[('intrinsic', 'JJ')]	True
shirt	promotional	68	[('promotional', 'JJ')]	True
tv	sensitive	195	[('sensitive', 'JJ')]	True
unemployed	vulnerable	45	[('vulnerable', 'JJ')]	True
training	organizational	46	[('organizational', 'JJ')]	True
carbon monoxide	atmospheric	41	[('atmospheric', 'JJ')]	True
food security	complex	256	[('complex', 'JJ')]	True
red cross	humanitarian	6	[('humanitarian', 'JJ')]	True
personal digital assistant	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True
architectural	professional	165	[('professional', 'JJ')]	True
age	classic	86	[('classic', 'JJ')]	True
equipment	long-lived	5	[('long-lived', 'JJ')]	True
preservative	suitable	205	[('suitable', 'JJ')]	True
passion fruit	exotic	119	[('exotic', 'JJ')]	True
cooking	domestic	82	[('domestic', 'JJ')]	True
alkyl group	organic	355	[('organic', 'JJ')]	True
rubber	suitable	205	[('suitable', 'JJ')]	True
pie	soft	247	[('soft', 'JJ')]	True
fatigue	serious	276	[('serious', 'JJ')]	True
material	basic	667	[('basic', 'JJ')]	True
sink	topographic	15	[('topographic', 'JJ')]	True
panasonic	popular	467	[('popular', 'JJ')]	True
freedom of speech	constitutional	29	[('constitutional', 'JJ')]	True
mysql	open	86	[('open', 'JJ')]	True
paul smith	international	277	[('international', 'JJ')]	True
tear	small	653	[('small', 'JJ')]	True
bowling	regular	82	[('regular', 'JJ')]	True
food	physiological	81	[('physiological', 'JJ')]	True
jimmy page	classic	86	[('classic', 'JJ')]	True
clarinet	single	74	[('single', 'JJ')]	True
filler	common	802	[('common', 'JJ')]	True
pandora	popular	467	[('popular', 'JJ')]	True
quitting smoking	healthy	115	[('healthy', 'JJ')]	True
liverpool	industrial	201	[('industrial', 'JJ')]	True
concrete	recyclable	20	[('recyclable', 'JJ')]	True
bp	international	277	[('international', 'JJ')]	True
bacterium	small	653	[('small', 'JJ')]	True
bead	basic	667	[('basic', 'JJ')]	True
income	sensitive	195	[('sensitive', 'JJ')]	True
marble	natural	709	[('natural', 'JJ')]	True
flower	horticultural	11	[('horticultural', 'JJ')]	True
metaphor	literary	45	[('literary', 'JJ')]	True
geography	environmental	592	[('environmental', 'JJ')]	True
friend	external	443	[('external', 'JJ')]	True
fault	structural	156	[('structural', 'JJ')]	True
shape	cellular	81	[('cellular', 'JJ')]	True
lowe s	local	332	[('local', 'JJ')]	True
sugarcane	commercial	172	[('commercial', 'JJ')]	True
pollinator	beneficial	42	[('beneficial', 'JJ')]	True
word processor	electronic	281	[('electronic', 'JJ')]	True
fedex	private	142	[('private', 'JJ')]	True
energy	cyclical	13	[('cyclical', 'JJ')]	True
vegetable oil	renewable	60	[('renewable', 'JJ')]	True
asthma	pathological	80	[('pathological', 'JJ')]	True
joint pain	physical	686	[('physical', 'JJ')]	True
birefringence	physical	686	[('physical', 'JJ')]	True
light switch	common	802	[('common', 'JJ')]	True
australia	small	653	[('small', 'JJ')]	True
earth	astronomical	6	[('astronomical', 'JJ')]	True
dysentery	intestinal	18	[('intestinal', 'JJ')]	True
grain	complex	256	[('complex', 'JJ')]	True
cinema	local	332	[('local', 'JJ')]	True
love	positive	70	[('positive', 'JJ')]	True
asset manager	professional	165	[('professional', 'JJ')]	True
culture	personal	635	[('personal', 'JJ')]	True
shame	complex	256	[('complex', 'JJ')]	True
enzyme	sensitive	195	[('sensitive', 'JJ')]	True
cardiac disease	medical	456	[('medical', 'JJ')]	True
plasticizer	additive	8	[('additive', 'JJ')]	True
bank	essential	297	[('essential', 'JJ')]	True
protein	biochemical	41	[('biochemical', 'JJ')]	True
australia	small open	9	[('small', 'JJ'), ('open', 'JJ')]	True
wikipedia	open	86	[('open', 'JJ')]	True
u s dollar	conventional	429	[('conventional', 'JJ')]	True
ensure	dietary	96	[('dietary', 'JJ')]	True
scuba diving	great	178	[('great', 'JJ')]	True
ethernet	serial	15	[('serial', 'JJ')]	True
darkness	unfavorable	11	[('unfavorable', 'JJ')]	True
myspace	social	388	[('social', 'JJ')]	True
scalpel	traditional	682	[('traditional', 'JJ')]	True
dichloromethane	aprotic	19	[('aprotic', 'JJ')]	True
work ethic	soft	247	[('soft', 'JJ')]	True
ritonavir	strong	145	[('strong', 'JJ')]	True
map	illustrative	7	[('illustrative', 'JJ')]	True
smell	physical	686	[('physical', 'JJ')]	True
safety boot	personal	635	[('personal', 'JJ')]	True
restaurant	basic	667	[('basic', 'JJ')]	True
coriander	fresh	148	[('fresh', 'JJ')]	True
fishery	aquatic	90	[('aquatic', 'JJ')]	True
ct scan	radiological	7	[('radiological', 'JJ')]	True
bulk modulus	basic	667	[('basic', 'JJ')]	True
liquefied petroleum gas	gaseous	27	[('gaseous', 'JJ')]	True
sawing	conventional	429	[('conventional', 'JJ')]	True
venture capitalist	professional	165	[('professional', 'JJ')]	True
type	characteristic	16	[('characteristic', 'JJ')]	True
television	social	388	[('social', 'JJ')]	True
time	kinetic	14	[('kinetic', 'JJ')]	True
hemp	natural	709	[('natural', 'JJ')]	True
talc	industrial	201	[('industrial', 'JJ')]	True
size	classic	86	[('classic', 'JJ')]	True
independent component analysis	statistical	99	[('statistical', 'JJ')]	True
visa	full	12	[('full', 'JJ')]	True
financial problem	external	443	[('external', 'JJ')]	True
electrical stimulation	therapeutic	70	[('therapeutic', 'JJ')]	True
alkalinity	physicochemical	72	[('physicochemical', 'JJ')]	True
cotton	traditional	682	[('traditional', 'JJ')]	True
money	valuable	127	[('valuable', 'JJ')]	True
subway	national	122	[('national', 'JJ')]	True
emulsifier	pharmaceutical	45	[('pharmaceutical', 'JJ')]	True
paris	great	178	[('great', 'JJ')]	True
public enemy	classic	86	[('classic', 'JJ')]	True
influenza	systemic	124	[('systemic', 'JJ')]	True
fracture toughness	physical	686	[('physical', 'JJ')]	True
acid	aqueous	12	[('aqueous', 'JJ')]	True
height	physical	686	[('physical', 'JJ')]	True
work	social	388	[('social', 'JJ')]	True
cytokine	external	443	[('external', 'JJ')]	True
greeks	ethnic	20	[('ethnic', 'JJ')]	True
rooftop	impervious	24	[('impervious', 'JJ')]	True
silicon	compositional	5	[('compositional', 'JJ')]	True
consumer product	electronic	281	[('electronic', 'JJ')]	True
fiber	natural	709	[('natural', 'JJ')]	True
photoshop	graphic	44	[('graphic', 'JJ')]	True
league of legends	popular	467	[('popular', 'JJ')]	True
education	sociodemographic	28	[('sociodemographic', 'JJ')]	True
tendon	biological	197	[('biological', 'JJ')]	True
starvation	environmental	592	[('environmental', 'JJ')]	True
real estate	nonfinancial	7	[('nonfinancial', 'JJ')]	True
rhinoplasty	popular	467	[('popular', 'JJ')]	True
layer	advanced	233	[('advanced', 'JJ')]	True
angiotensin receptor blocker	antihypertensive	6	[('antihypertensive', 'JJ')]	True
runoff	physical	686	[('physical', 'JJ')]	True
financial information	sensitive	195	[('sensitive', 'JJ')]	True
cleaning	daily	99	[('daily', 'JJ')]	True
desktop	traditional	682	[('traditional', 'JJ')]	True
description	detailed	63	[('detailed', 'JJ')]	True
invoice	commercial	172	[('commercial', 'JJ')]	True
attention deficit disorder	emotional	38	[('emotional', 'JJ')]	True
kidnapping	traumatic	31	[('traumatic', 'JJ')]	True
lifting	physical	686	[('physical', 'JJ')]	True
metaphor	stylistic	6	[('stylistic', 'JJ')]	True
medical bill	small financial	6	[('small', 'JJ'), ('financial', 'JJ')]	True
translation	derivative	13	[('derivative', 'JJ')]	True
zinc	electropositive	6	[('electropositive', 'JJ')]	True
ceramic	advanced	233	[('advanced', 'JJ')]	True
banana	complex	256	[('complex', 'JJ')]	True
war	unanticipated	7	[('unanticipated', 'JJ')]	True
measles	viral	54	[('viral', 'JJ')]	True
toxicity	environmental	592	[('environmental', 'JJ')]	True
office	large	852	[('large', 'JJ')]	True
warehouse club	retail	43	[('retail', 'JJ')]	True
spleen	abdominal	18	[('abdominal', 'JJ')]	True
diarrhea	negative	109	[('negative', 'JJ')]	True
stainless steel	tough	22	[('tough', 'JJ')]	True
thrip	small	653	[('small', 'JJ')]	True
recreation	cultural	99	[('cultural', 'JJ')]	True
wild boar	exotic	119	[('exotic', 'JJ')]	True
lufthansa	european	108	[('european', 'JJ')]	True
noise level	environmental	592	[('environmental', 'JJ')]	True
hard disk	conventional	429	[('conventional', 'JJ')]	True
camel	feral	10	[('feral', 'JJ')]	True
reptile	live	65	[('live', 'JJ')]	True
dancing	daily	99	[('daily', 'JJ')]	True
microwave	sensitive	195	[('sensitive', 'JJ')]	True
motivation	external	443	[('external', 'JJ')]	True
fuel cell	renewable	60	[('renewable', 'JJ')]	True
self efficacy	personal	635	[('personal', 'JJ')]	True
coca cola	international	277	[('international', 'JJ')]	True
stainless steel	exclusive	5	[('exclusive', 'JJ')]	True
chill	constitutional	29	[('constitutional', 'JJ')]	True
lettuce	edible	49	[('edible', 'JJ')]	True
judo	japanese	23	[('japanese', 'JJ')]	True
time	essential	297	[('essential', 'JJ')]	True
graphene	low	51	[('low', 'JJ')]	True
pamphlet	educational	56	[('educational', 'JJ')]	True
home address	private	142	[('private', 'JJ')]	True
hypoglycemia	serious	276	[('serious', 'JJ')]	True
radar	navigational	7	[('navigational', 'JJ')]	True
drinking fountain	accessible	9	[('accessible', 'JJ')]	True
bag	personal	635	[('personal', 'JJ')]	True
cylinder	regular	82	[('regular', 'JJ')]	True
letter	secondary	180	[('secondary', 'JJ')]	True
flower	fresh	148	[('fresh', 'JJ')]	True
bee	small	653	[('small', 'JJ')]	True
design	technological	54	[('technological', 'JJ')]	True
hilton	large	852	[('large', 'JJ')]	True
sugar	essential	297	[('essential', 'JJ')]	True
yeast	unicellular	8	[('unicellular', 'JJ')]	True
infrastructure	physical	686	[('physical', 'JJ')]	True
number of sibling	sociodemographic	28	[('sociodemographic', 'JJ')]	True
cauliflower	non-starchy	15	[('non-starchy', 'JJ')]	True
elastic constant	physical	686	[('physical', 'JJ')]	True
carpeting	porous	73	[('porous', 'JJ')]	True
eating	natural	709	[('natural', 'JJ')]	True
colosseum	famous	126	[('famous', 'JJ')]	True
technical report	conventional	429	[('conventional', 'JJ')]	True
gauze	expendable	20	[('expendable', 'JJ')]	True
chapter 13	poor	47	[('poor', 'JJ')]	True
table	hard	160	[('hard', 'JJ')]	True
age	critical	172	[('critical', 'JJ')]	True
comforter	soft	247	[('soft', 'JJ')]	True
bloomingdales	large	852	[('large', 'JJ')]	True
niv	popular	467	[('popular', 'JJ')]	True
doxorubicin	conventional	429	[('conventional', 'JJ')]	True
chair	movable	11	[('movable', 'JJ')]	True
polytetrafluoroethylene	solid	124	[('solid', 'JJ')]	True
pneumonia	dangerous	53	[('dangerous', 'JJ')]	True
herbicide	organic	355	[('organic', 'JJ')]	True
order	large	852	[('large', 'JJ')]	True
fibronectin	structural	156	[('structural', 'JJ')]	True
memory	typical	82	[('typical', 'JJ')]	True
processor	electronic	281	[('electronic', 'JJ')]	True
urinary incontinence	urinary	14	[('urinary', 'JJ')]	True
cinderella	classic	86	[('classic', 'JJ')]	True
restaurant	modern	309	[('modern', 'JJ')]	True
toluene	organic	355	[('organic', 'JJ')]	True
target	popular	467	[('popular', 'JJ')]	True
bible study	spiritual	27	[('spiritual', 'JJ')]	True
seed	natural	709	[('natural', 'JJ')]	True
legislation	external	443	[('external', 'JJ')]	True
report writing	transferable	34	[('transferable', 'JJ')]	True
livestock	tangible	53	[('tangible', 'JJ')]	True
book	loose	68	[('loose', 'JJ')]	True
encryption	classical	92	[('classical', 'JJ')]	True
schedule	detailed	63	[('detailed', 'JJ')]	True
sewing	creative	64	[('creative', 'JJ')]	True
taxation	civil	18	[('civil', 'JJ')]	True
motivation	intrinsic	34	[('intrinsic', 'JJ')]	True
band	co-curricular	8	[('co-curricular', 'JJ')]	True
pen	hard	160	[('hard', 'JJ')]	True
oxonol dye	suitable	205	[('suitable', 'JJ')]	True
sneezing	typical	82	[('typical', 'JJ')]	True
denmark	northern	42	[('northern', 'JJ')]	True
property	tangible	53	[('tangible', 'JJ')]	True
basket	native	76	[('native', 'JJ')]	True
asylum seeker	vulnerable	45	[('vulnerable', 'JJ')]	True
diclofenac	traditional	682	[('traditional', 'JJ')]	True
argentina	notable	42	[('notable', 'JJ')]	True
voicemail	basic	667	[('basic', 'JJ')]	True
ethic	critical	172	[('critical', 'JJ')]	True
apoptosis	biological	197	[('biological', 'JJ')]	True
infection	pathological	80	[('pathological', 'JJ')]	True
ruo 2	noble	34	[('noble', 'JJ')]	True
gravel	inexpensive	9	[('inexpensive', 'JJ')]	True
shear stress	physical	686	[('physical', 'JJ')]	True
anaphylaxis	severe	151	[('severe', 'JJ')]	True
length of stay	clinical	183	[('clinical', 'JJ')]	True
cash equivalent	financial	212	[('financial', 'JJ')]	True
eye	facial	25	[('facial', 'JJ')]	True
neuroblastoma	neuronal	5	[('neuronal', 'JJ')]	True
construction	cyclical	13	[('cyclical', 'JJ')]	True
mustard green	cruciferous	22	[('cruciferous', 'JJ')]	True
psychoanalysis	academic	69	[('academic', 'JJ')]	True
mango	local	332	[('local', 'JJ')]	True
answering telephone	administrative	93	[('administrative', 'JJ')]	True
gold	rich	58	[('rich', 'JJ')]	True
objective	advanced	233	[('advanced', 'JJ')]	True
rubber	high	125	[('high', 'JJ')]	True
doll	traditional	682	[('traditional', 'JJ')]	True
food processing	traditional	682	[('traditional', 'JJ')]	True
carbon sequestration	environmental	592	[('environmental', 'JJ')]	True
oat bran	high	125	[('high', 'JJ')]	True
undp	international	277	[('international', 'JJ')]	True
fog	environmental	592	[('environmental', 'JJ')]	True
dyspnoea	obstructive	6	[('obstructive', 'JJ')]	True
cost	basic	667	[('basic', 'JJ')]	True
tea	nice	15	[('nice', 'JJ')]	True
treasury	central	37	[('central', 'JJ')]	True
martin luther king	historical	44	[('historical', 'JJ')]	True
phoenix	urban	75	[('urban', 'JJ')]	True
distributor	electrical	163	[('electrical', 'JJ')]	True
management	operational	69	[('operational', 'JJ')]	True
